Category,Retailer,Product Name,Product ID,Date,Clicks,Sales,Indirect Sales,Device Type Group
Clothing & Accessories,Amazon,Wrapables Peek A Boo Animal Non-Skid Toddler Socks (Set of 6) Zoo Animals (Small),B01CIQQMHS,12/9/17 5:14,n/a,1,ndi,DESKTOP
Books,Amazon,The Octonauts Explore the Great Big Ocean,7510616,12/9/17 16:45,n/a,1,ndi,DESKTOP
Outdoors,Amazon,Barebones Living - Trekker Cooler | Outdoor Soft Side Lunch Bag Cooler Holds Up To 6 12oz Cans,B01E7CUKM4,12/9/17 16:45,n/a,1,di,DESKTOP
Baby,Amazon,Boon Marco Light-Up Bath Toy,B00R88PN6I,12/10/17 9:45,n/a,1,di,PHONE
Grocery & Gourmet Food,Amazon,AIVA - Cardamom Seeds (Decorticated Cardamom) (16 oz),B072FJ48XG,12/10/17 10:50,n/a,1,ndi,DESKTOP
Grocery & Gourmet Food,Amazon,Lars' Own Swedish Pearl Sugar 10 oz Packages in Frustration Free Packaging (Pack of 2),B00YVDNXEM,12/10/17 10:50,n/a,1,ndi,DESKTOP
Beauty,Amazon,8 USA Made Vegan Bath Bombs Kit - Gift Set Ideas - Gifts For Women Mom Girls Teens Her - Ultra Lush Spa Fizzies - Best Gift Ideas - Add to Bath Bu,B018MU5FN6,12/10/17 11:35,n/a,1,di,DESKTOP
Home,Amazon,MG Décor Madhu's Collection Nose Eyeglass Holder,B0088LJJJG,12/10/17 12:30,n/a,1,ndi,DESKTOP
Kitchen & Housewares,Amazon,The Carry on Cocktail Kit The Old Fashioned,B00PSTH5VK,12/10/17 18:10,n/a,1,di,PHONE
Home,Amazon,"Popular Handicrafts Roundie Indian Mandala Throw Tapestry Hippy Round Table cover Beach Throw Picnic Tapestry Round 70""",B01GL234M6,12/11/17 5:03,n/a,1,ndi,PHONE
Toys & Games,Amazon,Day Of The Dead Nesting Dolls,B01I0AHXWO,12/11/17 5:03,n/a,1,ndi,PHONE
Toys & Games,Amazon,Magnetic Poetry - Little Box of Leo Zodiac Kit - Words for Refrigerator - Write Poems and Letters on the Fridge - Made in the USA,B00KTJAGQU,12/11/17 5:03,n/a,1,di,PHONE
Other,Amazon,SPACE Seating Professional AirGrid Dark Back and Padded Black Eco Leather Seat 2-to-1 Synchro Tilt Control Adjustable Arms and Tilt Tension with Nyl,B00K1OOUWO,12/11/17 8:43,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,23andMe DNA Test Ancestry Personal Genetic Service - includes at-home saliva collection kit,B01LZ5K87Z,12/13/17 19:13,n/a,2,di,DESKTOP
Office Products,Amazon,Canon SELPHY CP1300 Wireless Compact Photo Printer with AirPrint and Mopria Device Printing White,B073YGJ636,12/13/17 19:13,n/a,1,di,DESKTOP
Toys & Games,Amazon,Lottie Muddy Puddles Doll,B00UIEVG1A,12/13/17 19:13,n/a,1,ndi,DESKTOP
Kitchen & Housewares,Amazon,NoGoo Silicone Plate - Approx 8” Round - Assorted Colors (Blue),B01DJOBJXK,12/13/17 19:13,n/a,2,ndi,DESKTOP
Kitchen & Housewares,Amazon,Instant Pot Duo Mini 3 Qt 7-in-1 Multi- Use Programmable Pressure Cooker Slow Cooker Rice Cooker Steamer Sauté Yogurt Maker and Warmer,B06Y1YD5W7,12/15/17 18:43,n/a,1,di,DESKTOP
Toys & Games,Amazon,USAopoly The Golden Girls Clue Board Game,B06Y1RYTNJ,12/16/17 0:22,n/a,1,ndi,DESKTOP
Kitchen & Housewares,Amazon,DeVine- Ah So Wine Opener for Vintage Bottles - Gift Packaging,B00TNSV4DC,12/16/17 0:22,n/a,1,ndi,DESKTOP
Toys & Games,Amazon,Bears vs Babies: A Card Game From the Creators of Exploding Kittens,B071GS97RT,12/16/17 0:22,n/a,1,di,DESKTOP
Home & Garden,Amazon,AvoSeedo Bowl Grown Your Own Avocado Tree Evergreen Perfect Avocado Tree Growing Kit for Every Avocado Lover - 3 Pack (Green Blue & Transparent),B016LBEPMU,12/16/17 0:22,n/a,1,di,DESKTOP
Books,Amazon,Cabin Porn: Inspiration for Your Quiet Place Somewhere,316378216,12/16/17 0:22,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,Aquaphor Baby Diaper Rash Cream 3.5 Ounce (Pack of 3),B00Q2MYU9W,12/18/17 5:54,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,Boiron Camilia Baby Teething Relief 30 Doses. Teething Drops for Painful Gums Irritability. Benzocaine and Preservative-Free Sterile Single Oral L,B005KG7U16,12/18/17 5:54,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,Energizer AAA Batteries Triple A Battery Max Alkaline (24 Count) E92BP-24,B007YASGWS,12/18/17 5:56,n/a,1,ndi,DESKTOP
Baby,Amazon,ezpz Mini Mat - One-piece silicone placemat + plate (Lime) One Size,B01C95ZCKQ,12/18/17 7:06,n/a,1,ndi,DESKTOP
Office Products,Amazon,Holiday BEER GIFTS - 6 Pack Beer Holder Greeting Card (Set of 4) in Festive Holiday Lights design - Awesome for use as Christmas Party Hostess Gift C,B00PUSI0OU,12/18/17 9:58,n/a,1,ndi,PHONE
Office Products,Amazon,Leuchtturm Red Pen Loop,B004QPVZ40,12/18/17 12:48,n/a,1,ndi,PHONE
Office Products,Amazon,Leuchtturm 1917 Orange Pen Loop,B009KJR4DS,12/18/17 12:48,n/a,1,ndi,PHONE
Cell Phones & Accessories,Amazon,iPhone X Case TORRAS [Lock Series] 3 in 1 Hybrid Hard Plastic Case Ultra Thin and Slim Anti-scratch Matte Finish Cover Case for Apple iPhone X - Red,B076BL3CMK,12/18/17 12:48,n/a,1,ndi,PHONE
Cell Phones & Accessories,Amazon,iRing Universal Masstige Ring Grip/Stand Holder for any Smart Device - Gold,B00QSBYU3I,12/18/17 12:48,n/a,1,ndi,PHONE
Office Products,Amazon,Leuchtturm1917 Hardcover Medium Dotted Journal [Red],B003G6YFWY,12/18/17 12:48,n/a,1,ndi,PHONE
Home,Amazon,Artlicious - 50 Premium Distinct Colored Pencils for Adult Coloring Books - Bonus Sharpener - Color Names on Pencils,B01FIWU46Y,12/18/17 13:26,n/a,1,ndi,PHONE
Books,Amazon,Color the Words of Jesus: A Christian Coloring Book: Modern Florals Cover with Calligraphy & Lettering Design: Colouring for Adults (Inspirational ...,1640011153,12/18/17 13:26,n/a,1,ndi,PHONE
Toys & Games,Amazon,Crayola Colored Pencils 50 Count Set Pre-sharpened,B018HB2QFU,12/18/17 13:26,n/a,1,ndi,PHONE
Toys & Games,Amazon,Holy Stone F181C RC Quadcopter Drone with HD Camera RTF 4 Channel 2.4GHz 6-Gyro with Altitude Hold FunctionHeadless Mode and One Key Return Home Col,B00SAUAP5C,12/18/17 15:30,n/a,1,di,PHONE
Office Products,Amazon,"Productivity Planner - Daily Planner - Non Dated 5 x 8""",991846222,12/18/17 16:37,n/a,1,di,DESKTOP
Office Products,Amazon,Crenova XPE460 LED Video Projector Home Projector with Free HDMI Support 1080P for Home Cinema Theater TV Laptop Game SD iPad iPhone Android Smartphon,B016XR7WA4,12/18/17 20:13,n/a,1,di,DESKTOP
Toys & Games,Amazon,Crayola Washable Dry-Erase Markers 12 Count,B00TLEMNNS,12/19/17 9:52,n/a,1,ndi,PHONE
Toys & Games,Amazon,Crayola Dry-Erase Crayons 8 Count,B002TU4OHY,12/19/17 9:52,n/a,1,ndi,PHONE
Toys & Games,Amazon,Hape Anywhere Table Top Kid's Portable Art Easel Set,B00II020CU,12/19/17 9:52,n/a,1,di,PHONE
Toys & Games,Amazon,Educational Insights Nancy B's Science Club MoonScope & Sky Gazers 22-page Activity Journal 90x magnification,B00B1Z6F52,12/19/17 11:09,n/a,1,ndi,DESKTOP
Tools & Hardware,Amazon,mockins Sky Blue Inhaler With Natural Pure Himalayan Pink Salt,B076QHPRJK,12/19/17 11:09,n/a,3,ndi,DESKTOP
Books,Amazon,Women in Science: 50 Fearless Pioneers Who Changed the World,1607749769,12/19/17 11:09,n/a,1,di,DESKTOP
Health & Personal Care,Amazon,23andMe DNA Test - Health + Ancestry Personal Genetic Service - 75+ Online Reports - includes at-home saliva collection kit,B01G7PYQTM,12/19/17 16:39,n/a,1,di,DESKTOP
Clothing & Accessories,Amazon,Jinson Women's Motherhood Maternity Tunic Tops Mama Clothes Flattering Side Ruching Long Sleeve Scoop Neck Pregnancy T-Shirt Red S,B01MU59AGD,12/19/17 18:35,n/a,1,ndi,PHONE
Clothing & Accessories,Amazon,RVCA Men's Set Up Hood Grey Noise Medium,B00MMTQXKS,12/19/17 21:54,n/a,1,ndi,DESKTOP
Handbags and Shoes,Amazon,Fossil Kinley Small Crossbody Brown One Size,B0183ES3VW,12/19/17 22:13,n/a,1,ndi,DESKTOP
Sports & Outdoors,Amazon,Workout Sweatband Sport Headband with Non Slip Silicone Moisture Wicking or AthleticRunningYoga for Women and MenSet of 3,B0749G5NDV,12/20/17 7:25,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,Seventh Generation Dish Liquid Free & Clear 25 oz (Pack of 6),B001FA1NTG,12/20/17 7:25,n/a,1,ndi,DESKTOP
Office Products,Amazon,U Brands Magnetic Dry Erase/Cork Weekly Calendar Board 18 x 7.5 Inches Silver Aluminum Frame,B00PRYQAXU,12/20/17 7:25,n/a,1,ndi,DESKTOP
Books,Amazon,"The Plan: Eliminate the Surprising ""Healthy"" Foods That Are Making You Fat--and Lose Weight Fast (2014)",1455515493,12/20/17 16:32,n/a,1,ndi,DESKTOP
Clothing & Accessories,Amazon,Casual Cotton Socks (Gift4Set),B076NJMD7G,12/20/17 16:35,n/a,1,ndi,DESKTOP
Books,Amazon,The Best of Harry Potter Coloring: Celebratory Edition (Harry Potter),1338166603,12/20/17 16:35,n/a,1,di,DESKTOP
Health & Personal Care,Amazon,Eucalyptus 100% Pure Best Therapeutic Grade Essential Oil - 10ml,B00P6O790E,12/21/17 14:07,n/a,1,ndi,TABLET
Health & Personal Care,Amazon,Lemongrass - 100% Pure Best Therapeutic Grade Essential Oil - 10ml,B00QJCDJK6,12/21/17 14:07,n/a,1,ndi,TABLET
Beauty,Amazon,Essential Oil DiffuserXPLUS 300ml Aroma Diffuser Aromatherapy Ultrasonic Cool Mist Humidifier with Color LED Lights Changing for Baby Office Home Bed,B071FW5K23,12/21/17 14:07,n/a,2,ndi,TABLET
Video Games,Amazon,Xbox Wireless Controller - Black,B01LPZM7VI,12/21/17 18:10,n/a,1,ndi,PHONE
Toys & Games,Amazon,Buddha Board Mini Buddha Board 5 x 5 x 1/2-Inch Black,B000LUYQ22,12/22/17 9:02,n/a,1,ndi,PHONE
Books,Amazon,Hamilton 2018 Wall Calendar,789333309,12/22/17 9:02,n/a,1,ndi,PHONE
Books,Amazon,Believe Me: A Memoir of Love Death and Jazz Chickens,399175830,12/22/17 9:02,n/a,1,ndi,PHONE
Cell Phones & Accessories,Amazon,Tile Mate - Key Finder. Phone Finder. Anything Finder - 1-pack,B01L3VEC08,12/22/17 14:26,n/a,1,di,PHONE
Books,Amazon,Charlotte's Web,61124958,12/22/17 15:03,n/a,1,ndi,PHONE
Beauty,Amazon,This Works Deep Sleep Pillow Spray 75ml,B006VT8G1O,12/22/17 16:13,n/a,1,di,PHONE
Books,Amazon,The Paris Wife,345521315,12/23/17 11:32,n/a,1,ndi,PHONE
Tools & Hardware,Amazon,Vintage Edison Light Bulb 60W (4 Pack) - Dimmable Exposed Filament - Incandescent Clear ST58 Teardrop Squirrel Cage Style - E26 Medium Base 2700K - 21,B01IBTS9DG,12/23/17 11:32,n/a,1,ndi,PHONE
Clothing & Accessories,Amazon,Sierry 2 Pairs Womens Boot Leg Cuffs Leg Warmers Topper Socks Boot Socks for Women,B07785QHC2,12/23/17 11:32,n/a,1,ndi,PHONE
Pet Supplies,Amazon,"OmniPet Signature Leather Crystal and Leather Dog Collar 10"" Kiwi",B005HSCX3W,12/24/17 15:45,n/a,1,ndi,PHONE
Camera,Amazon,Polaroid 2x3 inch Premium ZINK Photo Paper TWIN PACK (20 Sheets) - Compatible With Polaroid Snap Snap Touch Z2300 SocialMatic Instant Cameras & Zip,B00ZSPI3A6,12/24/17 15:45,n/a,1,ndi,PHONE
Camera,Amazon,Polaroid Snap Instant Digital Camera (Purple) with ZINK Zero Ink Printing Technology,B01CGVSFT8,12/24/17 15:45,n/a,1,di,PHONE
Books,Amazon,A Week in Winter,1101973765,12/25/17 9:28,n/a,1,ndi,TABLET
Health & Personal Care,Amazon,A&D Original Diaper Ointment 4 Ounce (Pack of 4) (Packaging May Vary),B016I352K0,12/26/17 15:38,n/a,1,ndi,DESKTOP
Home,Amazon,GOER 3.2 ft x 9.8 ft Metallic Tinsel Foil Fringe Curtains for Party Photo Backdrop Wedding Decor (Gold1 pack),B01J9FWFC2,12/28/17 16:00,n/a,2,ndi,PHONE
Kitchen & Housewares,Amazon,OmieBox Bento Lunch Box With Insulated Thermos for Kids Meadow,B017S9L3A6,1/2/18 7:51,n/a,1,di,DESKTOP
Grocery & Gourmet Food,Amazon,Albanese Candy Pink Grapefruit Gummi Bears 5-pound Bag,B00BP5BI8C,1/7/18 7:06,n/a,1,ndi,DESKTOP
Grocery & Gourmet Food,Amazon,Plum Organics Mighty 4 Organic Toddler Food Cherry Strawberry Black Bean Spinach and Oat 4.0 ounce pouch (Pack of 12),B0126XOQS0,1/7/18 11:49,n/a,1,ndi,DESKTOP
Grocery & Gourmet Food,Amazon,Plum Organics Mighty 4 Organic Toddler Food Guava Pomegranate Black Bean Carrot and Oat 4.0 ounce (Pack of 12),B0126XOCCA,1/7/18 11:49,n/a,1,ndi,DESKTOP
Toys & Games,Amazon,Little Kids Fubbles No-Spill Bubble Tumbler Minis Party Pack 12-Pack 2 Fl. Oz.,B00BN4QVEG,1/9/18 13:09,n/a,1,ndi,DESKTOP
Toys & Games,Amazon,Melissa & Doug Fold and Go Wooden Dollhouse With 2 Dolls and Wooden Furniture,B001P9OGRS,1/15/18 8:50,n/a,1,di,DESKTOP
Health & Personal Care,Amazon,Mr. Pumice Callus Remover Pumi Bar: Pedicure Stone & Foot Scrubber - Medium Grit (4 Pack Assorted Colors),B001FA3IQ2,1/19/18 12:25,n/a,1,ndi,DESKTOP
Books,Amazon,My Fuzzy Valentine (Sesame Street),375833927,1/19/18 12:25,n/a,1,di,DESKTOP
Health & Personal Care,Amazon,Infants' Tylenol Oral Suspension Fever Reducer and Pain Reliever Cherry 2 fl oz,B00E1MTFCC,1/22/18 5:25,n/a,1,ndi,DESKTOP
Books,Amazon,My Fuzzy Valentine (Sesame Street),375833927,1/22/18 6:19,n/a,1,di,DESKTOP
Baby,Amazon,Vulli Sophie The Giraffe New Box Polka Dots,B06XHNCJHV,1/22/18 6:19,n/a,1,di,DESKTOP
Pet Supplies,Amazon,Pet Product Innovations Paw Plunger - Blue Medium 15 - 70 lbs.,B00BOIJI14,1/23/18 17:02,n/a,1,ndi,DESKTOP
Baby,Amazon,mifold Grab-and-Go Booster Seat and Carry Bag Slate/Grey,B07338KKFB,2/1/18 13:15,n/a,1,ndi,PHONE
Clothing & Accessories,Amazon,UGG Men's Robinson Navy Heather L/XL,B071ZTKK9V,2/1/18 13:41,n/a,1,di,DESKTOP
Office Products,Amazon,Canon Office Products 2234C001 Canon SELPHY CP1300 Wireless Compact Photo Printer with AirPrint and Mopria Device Printing Black,B073YHRPV5,2/1/18 14:40,n/a,1,di,PHONE
Office Products,Amazon,Canon KP-108IN Ink/Paper Set,B001BJKO3M,2/1/18 14:40,n/a,1,ndi,PHONE
Kitchen & Housewares,Amazon,Stasher Reusable Silicone Food Bag Sandwich Bag Storage Bag Raspberry,B0742XCG2L,2/2/18 18:12,n/a,1,ndi,DESKTOP
Home & Garden,Amazon,United States Waving American Flag Stars and Stripes Lapel Pin,B009MPP58G,2/6/18 15:32,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,Naipo Shiatsu Back and Neck Massager with Heat Deep Kneading Massage for Neck Back Shoulder Legs and Foot Use at Home Car Office,B01D2UJVGS,2/8/18 20:45,n/a,1,ndi,PHONE
Tools & Hardware,Amazon,Whirlpool EDR3RXD1 EveryDrop by Refrigerator Water Filter 3 (Pack of 1),B00UB441HS,2/9/18 12:58,n/a,1,ndi,PHONE
Luggage,Amazon,Tumi Alpha 2 Split Travel Kit Black One Size,B00KFQ02BG,2/10/18 7:04,n/a,1,di,PHONE
Books,Amazon,Coupons for Couples (Volume 1),1541242149,2/11/18 8:06,n/a,1,ndi,PHONE
Clothing & Accessories,Amazon,Argyle Reds Men's Cotton Blend Dress Socks  One Size,B015JG1MRE,2/11/18 8:06,n/a,1,ndi,PHONE
Beauty,Amazon,Vetelli Leo Leather Toiletry Bag for Men - Dopp Kit - Handmade for Traveling Vacations and Adventures. The ultimate gift and travel accessory.,B076DD3L7R,2/11/18 8:13,n/a,1,ndi,TABLET
Tools & Hardware,Amazon,TOPSEAT TinyHiney Potty Round Toilet Seat Adult/Child w/ Slow Close Chromed Metal Hinges Wood White,B00IIQCSVM,2/11/18 19:11,n/a,1,ndi,PHONE
Handbags and Shoes,Amazon,Teva Tidepool Sport Sandal (Toddler/Little Kid/Big Kid) Navy/Yellow Print-T 2 M US Little Kid,B011S6D056,2/12/18 11:55,n/a,1,ndi,PHONE
Handbags and Shoes,Amazon,Capezio Daisy 205 Ballet Shoe (Toddler/Little Kid)Ballet Pink11 M US Little Kid,B0002USBT0,2/12/18 11:55,n/a,1,ndi,PHONE
Toys & Games,Amazon,Rainbow Unicorn Foil Balloon By ZiYan,B077P2TZ5Q,2/12/18 11:55,n/a,1,ndi,PHONE
Toys & Games,Amazon,Magical Rainbow Unicorn Themed Birthday Party Pack for 20,B01N3OTB77,2/12/18 11:55,n/a,1,ndi,PHONE
Handbags and Shoes,Amazon,KEEN Baby Moxie Gore Mary Jane Flat Black/Magnet 11 Toddler US Toddler,B01MQM1VHK,2/12/18 11:55,n/a,1,ndi,PHONE
Handbags and Shoes,Amazon,Keds Ella Mary Jane Sneaker (Toddler/Little Kid)White11 M US Little Kid,B005AQBUKI,2/12/18 11:55,n/a,1,ndi,PHONE
Books,Amazon,Hoodwinked Study Guide: Ten Myths Moms Believe and Why We All Need to Knock It Off,310831458,2/12/18 19:28,n/a,1,ndi,PHONE
Books,Amazon,Hoodwinked: Ten Myths Moms Believe and Why We All Need To Knock It Off,310343437,2/12/18 19:28,n/a,1,ndi,PHONE
Grocery & Gourmet Food,Amazon,Dried Whole Hibiscus Flowers - Organically Grown -Perfect for Homemade Tea Blends Potpourri Bath Salts Gifts Crafts Wild Flower #4 (4 ounce),B01KJAWUEY,2/12/18 19:35,n/a,1,ndi,PHONE
Grocery & Gourmet Food,Amazon,Golden Flower Dried Lily Flowers 5oz Package,B004RZ0U36,2/12/18 19:35,n/a,1,ndi,PHONE
Home,Amazon,Dried Longan Meat (Golden) Dried Fruit 100% Real Fruit No sugar Healthy Snack - 50g. (1.75 Oz),B076P5KWF1,2/12/18 19:35,n/a,1,ndi,PHONE
Grocery & Gourmet Food,Amazon,TooGet Traditional Health Herbs Chrysanthemum Buds Tai Ju Organic Premium Golden Fetal Chrysanthemum Flower Floral Dried Herbal Wholesale Culinary,B077B1DHXN,2/12/18 19:35,n/a,1,ndi,PHONE
Grocery & Gourmet Food,Amazon,12 Oz. Big Dried Fruit Jujube Chinese Red Dates Hong Zao Herbal Healthy Foods,B00KTQP7S0,2/12/18 19:35,n/a,1,ndi,PHONE
Kindle eBooks,Amazon,Preacher's Showdown (Preacher/First Mountain Man),B078G7JT5B,2/13/18 8:02,n/a,1,ndi,TABLET
Kitchen & Housewares,Amazon,Suits You Just Got Litt Up! 15 oz White Ceramic Mug as seen on USA Network,B06Y1SJ5YH,2/14/18 10:27,n/a,1,ndi,PHONE
Baby,Amazon,Dr. Brown's Infant-to-Toddler Toothbrush Set 1.4 Ounce Pink,B013W6CCGI,2/20/18 16:10,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,Neosporin Antibiotic Original Ointment 0.50 oz (Pack of 2),B00MWPR5NQ,2/20/18 16:10,n/a,1,ndi,DESKTOP
Baby,Amazon,Dr. Brown's Infant-to-Toddler ToothbrushBlue,B013W6C6W8,2/26/18 19:19,n/a,1,di,DESKTOP
Office Products,Amazon,"Productivity Planner - Daily Planner - Non Dated 5 x 8"" - Accomplish your 2018 Goals",991846222,2/26/18 19:19,n/a,1,di,DESKTOP
Baby,Amazon,SugarBooger Zippee Lunch Tote Flamingo,B073X56FL2,2/26/18 19:19,n/a,1,di,DESKTOP
Health & Personal Care,Amazon,Pampers Sensitive Water Baby Wipes 7X Refill Packs 448 Count,B005DLCJX2,2/27/18 5:30,n/a,1,ndi,DESKTOP
Office Products,Amazon,Valuetoner Remanufactured Ink Cartridge Replacement for HP 60 CC640WN CC643WN (2 Black 1 Tri-Color) 3 Pack,B00VEYOSWM,2/27/18 5:30,n/a,1,ndi,DESKTOP
Office Products,Amazon,HP 60 Black Original Ink Cartridge (CC640WN) 2 Cartridges (CZ071FN),B004ZOTA3A,2/27/18 9:28,n/a,1,ndi,DESKTOP
Home,Amazon,Secura Instant-Steam Handheld Garment and Fabric Steamer with Stainless Steel Soleplate and Accessories 1000-Watt 360° Rotating Non-Bind Cord (2-year,B01M08KH92,3/18/18 16:31,n/a,1,ndi,DESKTOP
Office Products,Amazon,"Aviditi RM6K Self Seal Flat Mailer 18"" Length x 13"" Width Kraft (Case of 100)",B00BT365Q0,3/20/18 11:58,n/a,2,ndi,DESKTOP
Health & Personal Care,Amazon,Cottonelle CleanCare Family Roll Toilet Paper (Pack of 36 Rolls) Bath Tissue with Clean Ripple Texture Sewer and Septic Safe. 250 sheets/roll,B06ZY7QKKK,3/20/18 11:58,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,Bounty Select-a-Size Paper Towels White 12 Huge Rolls,B019DM86LA,3/20/18 11:58,n/a,1,ndi,DESKTOP
Toys & Games,Amazon,The School of Life - Know Yourself Prompt Cards - Cards for Self-Reflection,B01GGGR2VG,3/22/18 19:45,n/a,1,di,PHONE
Health & Personal Care,Amazon,Playtex Gloves Playtex Living Medium (3-Pack),B00SRR8I16,3/30/18 13:13,n/a,1,ndi,DESKTOP
Tools & Hardware,Amazon,2000W Step Down Voltage Converter 220V to 110V and Universal Travel Plug Adapter Combo for Hair Dryer Steam Iron Cell phone Laptop MacBook - World Pow,B075YQC98J,4/15/18 15:18,n/a,1,ndi,DESKTOP
Toys & Games,Amazon,Joyin Toy Doctor Kit 31 Pieces Pretend-n-Play Dentist Medical Kit with Electronic Stethoscope and Coat for Kids Holiday Gifts School Classroom Easte,B07852818T,4/16/18 21:18,n/a,1,di,DESKTOP
Beauty,Amazon,InnoGear 500ml Aromatherapy Essential Oil Diffuser Cool Mist Humidifier Waterless Auto Shut-off with 4 Timers and 7 LED Color Changing Lights,B0181XCFKK,4/17/18 23:50,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,Vaseline Petroleum Jelly Baby 13 Ounce,B001B11WMW,4/21/18 12:21,n/a,1,ndi,PHONE
Industrial & Scientific,Amazon,Medline PRM21408CZ Caring Woven Non-Sterile 4x4 Gauze Sponges 8-ply (Pack of 200),B074N8ZX1P,4/21/18 12:21,n/a,1,ndi,PHONE
Home,Amazon,Dyson V7 Motorhead Cordless Stick Vacuum Cleaner,B01MSZ036Q,4/21/18 13:23,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,Pampers Baby-Dry Disposable Diapers Size 5 112 Count GIANT,B00DDMIODM,4/25/18 4:20,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,Pampers Baby-Dry Disposable Diapers Size 5 112 Count GIANT,B00DDMIODM,4/25/18 4:22,n/a,1,ndi,DESKTOP
Beauty,Amazon,This Works deep sleep bath soak 200g,B006VT8GG4,5/7/18 6:26,n/a,1,di,DESKTOP
Home,Amazon,Drill Brush Cordless Drill Power Scrubber,B002DLYV22,5/8/18 8:57,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,Kleenex Ultra Soft & Strong Facial Tissues; 50 Tissues per Cube Box; 4 Pack,B01C5JN8KM,5/8/18 8:57,n/a,1,ndi,DESKTOP
Luxury Beauty,Amazon,Mario Badescu Facial Spray with Aloe Herbs and Rosewater 4 oz.,B002LC9OES,5/8/18 8:57,n/a,1,ndi,DESKTOP
Grocery & Gourmet Food,Amazon,Ziploc Storage Bag Quart Value Pack 48 ct,B000SRMDEG,5/8/18 8:57,n/a,1,ndi,DESKTOP
Office Products,Amazon,Pilot G2 Retractable Premium Gel Ink Roller Ball Pens Fine Pt Dozen Box Navy Blue,B000JE8U5E,5/8/18 8:57,n/a,1,ndi,DESKTOP
Handbags and Shoes,Amazon,Womens Slipper Memory Foam Fluffy Slip-on House Suede Fur Lined/Anti-Skid Sole Indoor & Outdoor,B0776KBBM8,5/8/18 10:20,n/a,1,di,DESKTOP
Health & Personal Care,Amazon,WaterWipes Sensitive Baby Wipes 9 Packs of 60 Count (540 Count),B008KJQMA0,5/8/18 11:02,n/a,1,ndi,DESKTOP
Baby,Amazon,bloom BABY Sensitive Skin Unscented Hypoallergenic Baby Wipes 640-Count,B019ENBOYE,5/8/18 11:02,n/a,3,ndi,DESKTOP
Health & Personal Care,Amazon,HUGGIES OverNites Diapers Size 3 68 ct. BIG PACK Overnight Diapers (Packaging May Vary),B00HB0WKQY,5/8/18 11:02,n/a,1,ndi,DESKTOP
Health & Personal Care,Amazon,23andMe DNA Test - Health + Ancestry Personal Genetic Service - 75+ Online Reports - includes at-home saliva collection kit,B01G7PYQTM,5/14/18 7:54,n/a,1,di,DESKTOP
Cell Phones & Accessories,Amazon,Pouch Attachment for Phone Case Fits ALL Bandolier Cases. Black Leather with Studded SILVER Details. Carrying Purse for Credit Cards & Essentials. Car,B07657B7ZK,5/17/18 13:35,n/a,1,ndi,PHONE
Cell Phones & Accessories,Amazon,Case For iPhone 8 PLUS 7 PLUS & 6 PLUS - Stylish SILVER Studs & Black Leather Wallet Phone Cover. Slim Cross-Body Strap Credit Cards Holder. Protecti,B079PK2GDW,5/17/18 13:35,n/a,1,ndi,PHONE
Books,Amazon,The Monocle Guide to Good Business,3899555376,5/23/18 14:22,n/a,1,di,DESKTOP
Toys & Games,Amazon,Kano Computer Kit – Make a computer learn to code (10 pieces),B073VTCS66,6/3/18 8:50,n/a,1,di,PHONE
Home Goods,Sur La Table,Save 50% on the Staub Pure Grill Now Only $99.96 + Free Shipping at SurLaTable.com!,138144772,12/26/17,1,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,12/25/17,1,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/24/17,1,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/23/17,6,0,,
Luxury Advertisers,Kate Spade,"kate spade handbags: shop totes, satchels, clutches & more online + free shipping now!",138069910,12/23/17,1,0,,
Beauty and Grooming,Kiehl's,"Free shipping with any $50 purchase, plus select 3 free samples!",23223316,12/23/17,4,0,,
Department Stores,NORDSTROM.com,NL_080212,269040,12/23/17,3,0,,
Beauty and Grooming,"Sephora.com, Inc.","Beauty Deals! Limited Time Offers, Everyday Freebies & More at Sephora!",1068212,12/23/17,1,0,,
Food and Drink,Sugarfina,Holiday season is here! Sugarfina is offering 2 free samples with any order! No promo code or coupon needed! (valid 11/7-12/31),138861338,12/23/17,1,0,,
Luxury Advertisers,Kate Spade,shop kate spade gifts online + free shipping now!,138069917,12/22/17,2,0,,
Luxury Advertisers,Kate Spade,Join Our Mailing List And Get 15% Off Your Next Order!,138069311,12/22/17,1,0,,
